Timestamp,hash-rate
2019-03-31 00:00:00,45880050.978299916
2019-04-01 00:00:00,45392747.94855412
2019-04-02 00:00:00,44849122.22461935
2019-04-03 00:00:00,45891071.52882768
2019-04-04 00:00:00,45573956.523199074
2019-04-05 00:00:00,45302143.66123168
2019-04-06 00:00:00,45800467.24150522
2019-04-07 00:00:00,45800760.35312041
2019-04-08 00:00:00,45905140.88635675
2019-04-09 00:00:00,46463226.783307485
2019-04-10 00:00:00,45343570.102845006
2019-04-11 00:00:00,45629843.13782836
2019-04-12 00:00:00,46415319.08793084
2019-04-13 00:00:00,46112957.36693338
2019-04-14 00:00:00,45944645.703356765
2019-04-15 00:00:00,45082048.60023051
2019-04-16 00:00:00,44945849.05763162
2019-04-17 00:00:00,45536047.0755601
2019-04-18 00:00:00,45082048.60023049
2019-04-19 00:00:00,44718849.81996679
2019-04-20 00:00:00,44764249.66749974
2019-04-21 00:00:00,44582650.27736789
2019-04-22 00:00:00,46358030.738890514
2019-04-23 00:00:00,45820575.06684863
2019-04-24 00:00:00,44471034.320446484
2019-04-25 00:00:00,45559736.867604636
2019-04-26 00:00:00,45246724.34261105
2019-04-27 00:00:00,45158438.97473425
2019-04-28 00:00:00,45391928.6805472
2019-04-29 00:00:00,45431648.32671012
2019-04-30 00:00:00,46740007.61317944
2019-05-01 00:00:00,47822787.71232646
2019-05-02 00:00:00,48183714.41204213
2019-05-03 00:00:00,50033463.74808495
2019-05-04 00:00:00,50078579.5855494
2019-05-05 00:00:00,50041434.90466358
2019-05-06 00:00:00,48827339.2115339
2019-05-07 00:00:00,48660338.773432866
2019-05-08 00:00:00,48388716.86425587
2019-05-09 00:00:00,47908384.965304114
2019-05-10 00:00:00,46746356.70158451
2019-05-11 00:00:00,45838154.26510412
2019-05-12 00:00:00,45881810.265801124
2019-05-13 00:00:00,47262072.19288435
2019-05-14 00:00:00,48023596.014723375
2019-05-15 00:00:00,49213476.98634685
2019-05-16 00:00:00,49070691.26975203
2019-05-17 00:00:00,48880310.314292274
2019-05-18 00:00:00,50117786.524780676
2019-05-19 00:00:00,51214225.965317614
2019-05-20 00:00:00,51455052.942670956
2019-05-21 00:00:00,51172297.31357711
2019-05-22 00:00:00,51222568.44080637
2019-05-23 00:00:00,52082203.481269635
2019-05-24 00:00:00,52656109.68334538
2019-05-25 00:00:00,52753976.04943957
2019-05-26 00:00:00,52135937.522852704
2019-05-27 00:00:00,52231162.97951544
2019-05-28 00:00:00,52516839.34950367
2019-05-29 00:00:00,53040579.36114876
2019-05-30 00:00:00,53373868.45946837
2019-05-31 00:00:00,53517351.455394745
2019-06-01 00:00:00,52430641.24589246
2019-06-02 00:00:00,53764035.527405046
2019-06-03 00:00:00,52847618.057864495
2019-06-04 00:00:00,51200279.005999885
2019-06-05 00:00:00,51549891.83897488
2019-06-06 00:00:00,51741225.451466784
2019-06-07 00:00:00,52391955.68991894
2019-06-08 00:00:00,54563917.452595055
2019-06-09 00:00:00,53133601.16985713
2019-06-10 00:00:00,53981196.0040722
2019-06-11 00:00:00,55994233.73533298
2019-06-12 00:00:00,55411512.28681012
2019-06-13 00:00:00,53875246.64979531
2019-06-14 00:00:00,53557398.58696467
2019-06-15 00:00:00,54082274.33669795
2019-06-16 00:00:00,55195584.690390095
2019-06-17 00:00:00,54248595.791119024
2019-06-18 00:00:00,52929712.93523461
2019-06-19 00:00:00,53931003.706999116
2019-06-20 00:00:00,56304637.07335659
2019-06-21 00:00:00,55882395.934463434
2019-06-22 00:00:00,53985662.65170729
2019-06-23 00:00:00,53722574.62708884
2019-06-24 00:00:00,56406072.47819709
2019-06-25 00:00:00,58721247.094839506
2019-06-26 00:00:00,57826747.811136745
2019-06-27 00:00:00,57195336.55205245
2019-06-28 00:00:00,57552683.32654218
2019-06-29 00:00:00,59739282.95366378
2019-06-30 00:00:00,62124770.89416702
2019-07-01 00:00:00,61165896.3321803
2019-07-02 00:00:00,59910359.24671195
2019-07-03 00:00:00,61131189.48583869
2019-07-04 00:00:00,62141158.69857858
2019-07-05 00:00:00,63617010.31623937
2019-07-06 00:00:00,65082061.0409712
2019-07-07 00:00:00,65307453.46016071
2019-07-08 00:00:00,65363801.564958096
2019-07-09 00:00:00,67335985.23286632
2019-07-10 00:00:00,67824437.59753051
2019-07-11 00:00:00,66436142.99143575
2019-07-12 00:00:00,65329588.909327865
2019-07-13 00:00:00,65236285.6663823
2019-07-14 00:00:00,64282328.423973404
2019-07-15 00:00:00,64994549.13232235
2019-07-16 00:00:00,64362436.053442694
2019-07-17 00:00:00,65398734.029139936
2019-07-18 00:00:00,65656209.35996332
2019-07-19 00:00:00,65141258.69831656
2019-07-20 00:00:00,62180292.39384763
2019-07-21 00:00:00,64497570.37125809
2019-07-22 00:00:00,64755045.70208146
2019-07-23 00:00:00,65527471.69455161
2019-07-24 00:00:00,64272984.394006155
2019-07-25 00:00:00,64609474.122063085
2019-07-26 00:00:00,66422512.06746268
2019-07-27 00:00:00,69452834.29261257
2019-07-28 00:00:00,67789239.82918887
2019-07-29 00:00:00,69400228.24262595
2019-07-30 00:00:00,69983819.38224609
2019-07-31 00:00:00,69900133.59643506
2019-08-01 00:00:00,71948489.15970054
2019-08-02 00:00:00,71436400.26888415
2019-08-03 00:00:00,71628433.6029403
2019-08-04 00:00:00,72972666.94133328
2019-08-05 00:00:00,72460578.05051689
2019-08-06 00:00:00,71750336.91595866
2019-08-07 00:00:00,74077368.96597403
2019-08-08 00:00:00,73980793.8246928
2019-08-09 00:00:00,74960524.08975093
2019-08-10 00:00:00,74566507.44960834
2019-08-11 00:00:00,74200088.84510118
2019-08-12 00:00:00,74359558.14922813
2019-08-13 00:00:00,73747045.07134311
2019-08-14 00:00:00,73463402.59029947
2019-08-15 00:00:00,73392491.97003858
2019-08-16 00:00:00,74456151.27395217
2019-08-17 00:00:00,74456151.27395217
2019-08-18 00:00:00,72825207.00795132
2019-08-19 00:00:00,70938762.0150292
2019-08-20 00:00:00,73295435.9189537
2019-08-21 00:00:00,73227077.85694619
2019-08-22 00:00:00,72283871.86080377
2019-08-23 00:00:00,71347701.30319196
2019-08-24 00:00:00,71988449.44379352
2019-08-25 00:00:00,74482723.32512148
2019-08-26 00:00:00,76729088.15301374
2019-08-27 00:00:00,74848827.7458711
2019-08-28 00:00:00,73547109.00246464
2019-08-29 00:00:00,74631874.62197001
2019-08-30 00:00:00,76367499.61317861
2019-08-31 00:00:00,76873723.56894778
2019-09-01 00:00:00,77307629.81674993
2019-09-02 00:00:00,76949688.48478605
2019-09-03 00:00:00,78440212.48352495
2019-09-04 00:00:00,81222826.59520006
2019-09-05 00:00:00,80706441.94499876
2019-09-06 00:00:00,81396021.79746327
2019-09-07 00:00:00,81911711.33116189
2019-09-08 00:00:00,81381518.7786572
2019-09-09 00:00:00,84070180.80035755
2019-09-10 00:00:00,83840689.86095712
2019-09-11 00:00:00,85217635.49735968
2019-09-12 00:00:00,88889490.52776657
2019-09-13 00:00:00,88354011.66916557
2019-09-14 00:00:00,87940628.05525532
2019-09-15 00:00:00,89554384.74609981
2019-09-16 00:00:00,88427197.63210218
2019-09-17 00:00:00,91022467.59238549
2019-09-18 00:00:00,89597236.24816692
2019-09-19 00:00:00,90214468.3326224
2019-09-20 00:00:00,90625164.50360727
2019-09-21 00:00:00,91702566.29484172
2019-09-22 00:00:00,92631413.6514193
2019-09-23 00:00:00,94235786.35823512
2019-09-24 00:00:00,90098193.58802588
2019-09-25 00:00:00,90858159.60704388
2019-09-26 00:00:00,89338227.56900778
2019-09-27 00:00:00,91434682.17080025
2019-09-28 00:00:00,90645114.94483177
2019-09-29 00:00:00,91035500.50166678
2019-09-30 00:00:00,89341776.99429794
2019-10-01 00:00:00,91495287.63803318
2019-10-02 00:00:00,91195824.21270092
2019-10-03 00:00:00,91433868.6440188
2019-10-04 00:00:00,90160370.38620839
2019-10-05 00:00:00,91519571.94981956
2019-10-06 00:00:00,91428958.51224542
2019-10-07 00:00:00,92606933.20070843
2019-10-08 00:00:00,94872269.14006042
2019-10-09 00:00:00,96593924.45396785
2019-10-10 00:00:00,95687790.07822707
2019-10-11 00:00:00,97179223.93948364
2019-10-12 00:00:00,98269788.05675264
2019-10-13 00:00:00,96238944.05855842
2019-10-14 00:00:00,95855009.81241502
2019-10-15 00:00:00,94280759.19669506
2019-10-16 00:00:00,93734992.14572488
2019-10-17 00:00:00,94440182.24777238
2019-10-18 00:00:00,93485053.29452874
2019-10-19 00:00:00,93854559.43403289
2019-10-20 00:00:00,94685948.24791704
2019-10-21 00:00:00,95055454.38742112
2019-10-22 00:00:00,97272491.22444558
2019-10-23 00:00:00,98750515.78246188
2019-10-24 00:00:00,101132725.05483378
2019-10-25 00:00:00,100207780.94612253
2019-10-26 00:00:00,98845219.46318832
2019-10-27 00:00:00,99339894.79783738
2019-10-28 00:00:00,97034324.12029603
2019-10-29 00:00:00,95375220.792608
2019-10-30 00:00:00,92695122.52125238
2019-10-31 00:00:00,90131834.47920878
2019-11-01 00:00:00,90034604.88430132
2019-11-02 00:00:00,89256768.1250417
2019-11-03 00:00:00,88673390.55559696
2019-11-04 00:00:00,90909671.2384684
2019-11-05 00:00:00,90715212.04865348
2019-11-06 00:00:00,91784737.59263548
2019-11-07 00:00:00,91590278.40282057
2019-11-08 00:00:00,91861270.49919157
2019-11-09 00:00:00,90783752.60638504
2019-11-10 00:00:00,90762607.51459399
2019-11-11 00:00:00,92339819.41656034
2019-11-12 00:00:00,93145448.40611652
2019-11-13 00:00:00,91339031.07613795
2019-11-14 00:00:00,90699368.88504884
2019-11-15 00:00:00,92859958.3564599
2019-11-16 00:00:00,95569879.32016982
2019-11-17 00:00:00,95931202.11533114
2019-11-18 00:00:00,94847233.72984722
2019-11-19 00:00:00,93853596.04315357
2019-11-20 00:00:00,94937564.42863753
2019-11-21 00:00:00,95569879.32016985
2019-11-22 00:00:00,92753027.64806035
2019-11-23 00:00:00,90641806.33248484
2019-11-24 00:00:00,93211181.34439717
2019-11-25 00:00:00,91369153.81570041
2019-11-26 00:00:00,90238982.02037299
2019-11-27 00:00:00,88200108.30866559
2019-11-28 00:00:00,88179081.2317132
2019-11-29 00:00:00,90747073.1583127
2019-11-30 00:00:00,91115589.19144289
2019-12-01 00:00:00,86785525.80216303
2019-12-02 00:00:00,87522557.86842345
2019-12-03 00:00:00,89365138.03407446
2019-12-04 00:00:00,92681782.33224623
2019-12-05 00:00:00,95261394.56415763
2019-12-06 00:00:00,93585274.42810574
2019-12-07 00:00:00,94315177.49841551
2019-12-08 00:00:00,96880815.35477403
2019-12-09 00:00:00,97608664.81120312
2019-12-10 00:00:00,97783740.2179369
2019-12-11 00:00:00,96761138.51699759
2019-12-12 00:00:00,93446264.21635814
2019-12-13 00:00:00,92267470.55522303
2019-12-14 00:00:00,92907581.8474793
2019-12-15 00:00:00,92541803.96619001
2019-12-16 00:00:00,90347136.67845428
2019-12-17 00:00:00,91170136.91135517
2019-12-18 00:00:00,90530025.61909892
2019-12-19 00:00:00,90712914.55974354
2019-12-20 00:00:00,92925415.7375964
2019-12-21 00:00:00,93370681.81483613
2019-12-22 00:00:00,95746472.56319733
2019-12-23 00:00:00,99947585.9399815
2019-12-24 00:00:00,98740227.53509028
2019-12-25 00:00:00,97340808.47463703
2019-12-26 00:00:00,96857362.7365599
2019-12-27 00:00:00,97839066.68251048
2019-12-28 00:00:00,96827572.572071
2019-12-29 00:00:00,94344814.30099222
2019-12-30 00:00:00,93057458.16043285
2019-12-31 00:00:00,95172400.3913518
2020-01-01 00:00:00,97011480.59215085
2020-01-02 00:00:00,101344004.24026024
2020-01-03 00:00:00,99804501.46535622
2020-01-04 00:00:00,103031751.9698384
2020-01-05 00:00:00,105793194.82492833
2020-01-06 00:00:00,107512955.57361655
2020-01-07 00:00:00,105477457.15335813
2020-01-08 00:00:00,109390648.92246719
2020-01-09 00:00:00,107202820.5002444
2020-01-10 00:00:00,108770686.24796285
2020-01-11 00:00:00,106810854.06331484
2020-01-12 00:00:00,106320896.01715283
2020-01-13 00:00:00,105144996.70636413
2020-01-14 00:00:00,105928929.5802233
2020-01-15 00:00:00,102912016.52961266
2020-01-16 00:00:00,104842225.07092443
2020-01-17 00:00:00,106142030.5758593
2020-01-18 00:00:00,108225768.95465343
2020-01-19 00:00:00,106104409.8345753
2020-01-20 00:00:00,107047760.00503173
2020-01-21 00:00:00,108984910.82487467
2020-01-22 00:00:00,110810185.47842275
2020-01-23 00:00:00,111334854.91724102
2020-01-24 00:00:00,111334854.91724102
2020-01-25 00:00:00,110600317.70289545
2020-01-26 00:00:00,113958202.11133245
2020-01-27 00:00:00,113223664.89698687
2020-01-28 00:00:00,110810185.47842276
2020-01-29 00:00:00,110086945.93868305
2020-01-30 00:00:00,111290378.26366591
2020-01-31 00:00:00,111739680.95495507
2020-02-01 00:00:00,111605536.94938122
2020-02-02 00:00:00,110981010.23884849
2020-02-03 00:00:00,111681439.23054679
2020-02-04 00:00:00,114400102.6139399
2020-02-05 00:00:00,113566280.34913361
2020-02-06 00:00:00,113456448.3565329
2020-02-07 00:00:00,111149976.51191804
2020-02-08 00:00:00,110600816.54891446
2020-02-09 00:00:00,109282832.6377059
2020-02-10 00:00:00,110381152.56371304
2020-02-11 00:00:00,107525520.7560946
2020-02-12 00:00:00,109340676.42941175
2020-02-13 00:00:00,107554857.49007317
2020-02-14 00:00:00,108294601.66974202
2020-02-15 00:00:00,107932589.65855002
2020-02-16 00:00:00,108343410.57122573
2020-02-17 00:00:00,107216583.58749144
2020-02-18 00:00:00,111150618.92552446
2020-02-19 00:00:00,111398345.74036531
2020-02-20 00:00:00,111287941.03695574
2020-02-21 00:00:00,109631870.48581052
2020-02-22 00:00:00,111729559.85059437
2020-02-23 00:00:00,112391988.07105252
2020-02-24 00:00:00,112391988.07105252
2020-02-25 00:00:00,110625512.81649765
2020-02-26 00:00:00,109924843.8400675
2020-02-27 00:00:00,109315034.29177237
2020-02-28 00:00:00,111571073.16195461
2020-02-29 00:00:00,111945558.20399804
2020-03-01 00:00:00,110892855.15019846
2020-03-02 00:00:00,114681812.94945891
2020-03-03 00:00:00,115501740.88073805
2020-03-04 00:00:00,116468614.68224476
2020-03-05 00:00:00,119877988.6719989
2020-03-06 00:00:00,121637665.56993648
2020-03-07 00:00:00,121307726.15157305
2020-03-08 00:00:00,123287362.66175291
2020-03-09 00:00:00,121197746.34545204
2020-03-10 00:00:00,121936055.96162646
2020-03-11 00:00:00,120625751.53822832
2020-03-12 00:00:00,116247579.24678098
2020-03-13 00:00:00,116070927.61330411
2020-03-14 00:00:00,113717813.26408868
2020-03-15 00:00:00,111497389.43702026
2020-03-16 00:00:00,108109035.40066276
2020-03-17 00:00:00,104972190.00322084
2020-03-18 00:00:00,103914239.60005285
2020-03-19 00:00:00,101680788.74892049
2020-03-20 00:00:00,96508586.77787718
2020-03-21 00:00:00,94627786.06113414
2020-03-22 00:00:00,94157585.88194844
2020-03-23 00:00:00,95097986.24031994
2020-03-24 00:00:00,94275135.92674486
2020-03-25 00:00:00,95333086.32991287
2020-03-26 00:00:00,94392685.97154133
2020-03-27 00:00:00,97885234.2295388
2020-03-28 00:00:00,100386175.7558384
2020-03-29 00:00:00,99147879.97675763
2020-03-30 00:00:00,99137723.37003462
2020-03-31 00:00:00,100495620.10857132
2020-04-01 00:00:00,100688107.93123947
2020-04-02 00:00:00,104989801.55573513
2020-04-03 00:00:00,104035696.2502867
2020-04-04 00:00:00,101763311.62183787
2020-04-05 00:00:00,103936896.91861507
2020-04-06 00:00:00,106308080.8787355
2020-04-07 00:00:00,104430893.57697347
2020-04-08 00:00:00,105320087.56201862
2020-04-09 00:00:00,104926817.65001218
2020-04-10 00:00:00,105903459.59372948
2020-04-11 00:00:00,109895383.97791174
2020-04-12 00:00:00,110999326.6368086
2020-04-13 00:00:00,109697883.67537546
2020-04-14 00:00:00,114921002.25323077
2020-04-15 00:00:00,115878648.73909876
2020-04-16 00:00:00,118816054.72042176
2020-04-17 00:00:00,118816054.72042176
2020-04-18 00:00:00,115054068.8189836
2020-04-19 00:00:00,114949569.21061032
2020-04-20 00:00:00,114845069.60223703
2020-04-21 00:00:00,113800073.51850417
2020-04-22 00:00:00,112777076.67665617
2020-04-23 00:00:00,109962852.46635233
2020-04-24 00:00:00,109962750.66907203
2020-04-25 00:00:00,113010797.98649304
2020-04-26 00:00:00,111912718.6898519
2020-04-27 00:00:00,111554966.88776174
2020-04-28 00:00:00,110710037.98755717
2020-04-29 00:00:00,111629896.6466346
2020-04-30 00:00:00,113216514.46699287
2020-05-01 00:00:00,112423205.55681373
2020-05-02 00:00:00,112083216.02387974
2020-05-03 00:00:00,113443174.15561531
2020-05-04 00:00:00,116956399.32926574
2020-05-05 00:00:00,118883006.68255791
2020-05-06 00:00:00,119472293.06066506
2020-05-07 00:00:00,120652100.72918221
2020-05-08 00:00:00,122164632.51837364
2020-05-09 00:00:00,121853507.63821308
2020-05-10 00:00:00,120634706.08752494
2020-05-11 00:00:00,121037811.5024568
2020-05-12 00:00:00,121087434.47597237
2020-05-13 00:00:00,119743045.08479336
2020-05-14 00:00:00,115740173.47259879
2020-05-15 00:00:00,111966037.38110098
2020-05-16 00:00:00,110593624.25691998
2020-05-17 00:00:00,109449946.65343569
2020-05-18 00:00:00,101672938.9497433
2020-05-19 00:00:00,98356273.89963916
2020-05-20 00:00:00,94810873.32883821
2020-05-21 00:00:00,93625665.17859997
2020-05-22 00:00:00,94670543.88510194
2020-05-23 00:00:00,92307330.90926416
2020-05-24 00:00:00,90689768.70048092
2020-05-25 00:00:00,91494525.79228355
2020-05-26 00:00:00,90293241.95835559
2020-05-27 00:00:00,90471236.69303167
2020-05-28 00:00:00,92882000.95950735
2020-05-29 00:00:00,92882000.95950735
2020-05-30 00:00:00,94602038.01431303
2020-05-31 00:00:00,98579623.70355113
2020-06-01 00:00:00,102234702.44501315
2020-06-02 00:00:00,103202223.28834139
2020-06-03 00:00:00,103739734.86796816
2020-06-04 00:00:00,103847237.18389343
2020-06-05 00:00:00,105288528.1766404
2020-06-06 00:00:00,109091786.58629324
2020-06-07 00:00:00,111435315.22543454
2020-06-08 00:00:00,110815623.43783526
2020-06-09 00:00:00,112208528.24468684
2020-06-10 00:00:00,113943904.93806837
2020-06-11 00:00:00,114994337.8583901
2020-06-12 00:00:00,117511415.09088524
2020-06-13 00:00:00,115951097.54610994
2020-06-14 00:00:00,112245343.37726866
2020-06-15 00:00:00,113318061.6893015
2020-06-16 00:00:00,110977585.37213866
2020-06-17 00:00:00,110570811.73739882
2020-06-18 00:00:00,110046645.12823595
2020-06-19 00:00:00,105905233.95063551
2020-06-20 00:00:00,105926966.55685537
2020-06-21 00:00:00,105875824.18477465
2020-06-22 00:00:00,105663297.23398964
2020-06-23 00:00:00,108235120.84612934
2020-06-24 00:00:00,110749704.10207164
2020-06-25 00:00:00,110861798.94428022
2020-06-26 00:00:00,112767411.26182595
2020-06-27 00:00:00,115233497.79041466
2020-06-28 00:00:00,115345592.63262323
2020-06-29 00:00:00,115793972.0014575
2020-06-30 00:00:00,116018161.68587463
2020-07-01 00:00:00,114784987.49487363
2020-07-02 00:00:00,117362562.86205761
2020-07-03 00:00:00,119940130.74771547
2020-07-04 00:00:00,119827426.16113047
2020-07-05 00:00:00,121956640.86329533
2020-07-06 00:00:00,123413264.06763048
2020-07-07 00:00:00,124421541.56999876
2020-07-08 00:00:00,125990398.02477519
2020-07-09 00:00:00,124757395.90887435
2020-07-10 00:00:00,124757395.90887435
2020-07-11 00:00:00,124533213.70598333
2020-07-12 00:00:00,124421122.60453776
2020-07-13 00:00:00,123188120.48863705
2020-07-14 00:00:00,123224185.9661429
2020-07-15 00:00:00,122915681.28235175
2020-07-16 00:00:00,122988997.50264347
2020-07-17 00:00:00,121358766.03401919
2020-07-18 00:00:00,117847537.53861405
2020-07-19 00:00:00,116374944.77118148
2020-07-20 00:00:00,115473898.09459306
2020-07-21 00:00:00,115544420.5882285
2020-07-22 00:00:00,113203968.57204905
2020-07-23 00:00:00,113943058.68242149
2020-07-24 00:00:00,113943058.68242149
2020-07-25 00:00:00,119239871.14009078
2020-07-26 00:00:00,120718051.36083578
2020-07-27 00:00:00,124043956.85751176
2020-07-28 00:00:00,124990478.24995862
2020-07-29 00:00:00,126940916.24508919
2020-07-30 00:00:00,126909829.43703118
2020-07-31 00:00:00,126308844.85317619
2020-08-01 00:00:00,124781881.42071433
2020-08-02 00:00:00,123681091.53514747
2020-08-03 00:00:00,121087964.30590864
2020-08-04 00:00:00,122154894.82121405
2020-08-05 00:00:00,122154894.82121405
2020-08-06 00:00:00,119881689.13893877
2020-08-07 00:00:00,122394179.62987462
2020-08-08 00:00:00,122274537.22554435
2020-08-09 00:00:00,122872749.24719577
2020-08-10 00:00:00,124667385.31214991
2020-08-11 00:00:00,121699816.45820163
2020-08-12 00:00:00,122886223.95061506
2020-08-13 00:00:00,126347972.69387735
2020-08-14 00:00:00,125375833.9150075
2020-08-15 00:00:00,127289349.96388794
2020-08-16 00:00:00,129075393.19033508
2020-08-17 00:00:00,128705025.71407251
2020-08-18 00:00:00,127334807.63169725
2020-08-19 00:00:00,125649847.98439695
2020-08-20 00:00:00,123363117.03448935
2020-08-21 00:00:00,123242762.7739679
2020-08-22 00:00:00,121798511.64771043
2020-08-23 00:00:00,119391426.43728134
2020-08-24 00:00:00,119993197.73988862
